FilePath,Orientation,Mean_NGS,Median_NGS,Std_NGS,Q25_NGS,Q75_NGS,Mean_NGS_Eroded,Median_NGS_Eroded,Std_NGS_Eroded,Q25_NGS_Eroded,Q75_NGS_Eroded,N_slices,Num_voxels_in_mask,Num_voxels_in_mask_Eroded
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-026\DICOM\000011EE\AAE027E8\AAD3A7CA\00005996\00005996_ax_t2_tse_Med_DRS_480_20251204000000_3.nii.gz,axial,6.580913186992182e-05,1.615536359078259e-05,0.00017806012739630126,1.3574501235989066e-05,2.9140696165150716e-05,0.00013077086317156412,3.1095662861513284e-05,0.00028372752745808855,1.9024308421444057e-05,7.339456222482243e-05,28,4077056,2461929
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-026\DICOM\000011EE\AAE027E8\AAD3A7CA\0000A6C5\0000A6C5_ax_t2_tse_20251204000000_2.nii.gz,axial,0.00017194067787628647,4.376601134994426e-05,0.0004230875244459987,3.878125708882426e-05,8.873768161358703e-05,0.0003236867390425847,8.826511199584812e-05,0.0006734797026097852,5.3554635750142705e-05,0.00020316863027132302,28,1159891,699326
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-026\DICOM\000011EE\AAE027E8\AAD3A7CA\0000E150\0000E150_cor_t2_tse_20251204000000_16.nii.gz,coronal,0.00010743875470169633,4.3027704018546714e-05,0.00022550077149637268,3.2700242862704375e-05,7.378924675702365e-05,0.00020253775300982277,6.863970356925578e-05,0.00041832669943287805,4.8650412109597034e-05,0.0001378076834431496,29,1145531,697264
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-025\DICOM\000042BD\AA852F01\AA7C0042\0000D888\0000D888_ax_t2_tse_20251217000000_3.nii.gz,axial,0.00012813830348258363,3.606938108252322e-05,0.00029963011789753505,2.7775369839500704e-05,6.686725161841607e-05,0.0001990887011034241,5.395961773884138e-05,0.0003987948782872222,3.5413062409726456e-05,0.00014785880040350309,28,1317601,811651
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-025\DICOM\000042BD\AA852F01\AA7C0042\0000EC62\0000EC62_cor_t2_tse_20251217000000_14.nii.gz,coronal,8.17702385983783e-05,2.9313928695350533e-05,0.00015983225142436846,2.1955023511818668e-05,5.448797990285616e-05,0.00011605828604567019,3.764256354689227e-05,0.0002100003893778643,2.9268830893510477e-05,6.794912390355724e-05,31,1316667,801787
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-024\DICOM\0000CD50\AAAB7B2C\AAD0BCC4\000025C4\000025C4_ax_t2_tse_20251203000000_2.nii.gz,axial,0.00020024063907410523,4.4026921783999745e-05,0.0005304310484944642,3.500276256372656e-05,8.650259820995428e-05,0.0003498407796388189,7.832112097418321e-05,0.0009015458270398501,4.634884615189459e-05,0.0002139710064951464,28,1172820,710545
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-024\DICOM\0000CD50\AAAB7B2C\AAD0BCC4\00007A9D\00007A9D_ax_t2_tse_Med_DRS_480_20251203000000_3.nii.gz,axial,7.715118350045044e-05,1.539741952934546e-05,0.0002080807195099311,1.2350077728041047e-05,2.9993862705984506e-05,0.00010998570237086497,2.7336128782018927e-05,0.0002539947675106043,1.6793884768852136e-05,7.190373237854055e-05,28,4131323,2510461
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-023\DICOM\0000E18F\AA0B22C3\AA4D4518\000012F5\000012F5_ax_t2_tse_20251203000000_2.nii.gz,axial,0.0005141466595482557,5.8854444617549046e-05,0.0020482243362153862,3.802083090103329e-05,9.544967650044442e-05,0.000781948152192567,8.264081020487625e-05,0.002586068653895833,5.072959260900651e-05,0.00022996178621909362,28,1343458,834792
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-023\DICOM\0000E18F\AA0B22C3\AA4D4518\0000BBEF\0000BBEF_ax_t2_tse_Med_DRS_480_20251203000000_5.nii.gz,axial,0.00017508039052483964,1.958791656619716e-05,0.0006847843998920427,1.284609568993551e-05,3.200496775499986e-05,0.0003016720552624091,2.7055553655958906e-05,0.0010209902774631413,1.7582865895953096e-05,8.876220474046878e-05,28,4707476,2928458
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-023\DICOM\0000E18F\AA0B22C3\AA4D4518\0000E559\0000E559_cor_t2_tse_20251203000000_11.nii.gz,coronal,0.00035978655807448757,4.391761279971918e-05,0.001586462100963206,3.1423031324265475e-05,7.375577973529704e-05,0.0004844586892353573,5.67656987782865e-05,0.0018160736025505286,4.5564796093420006e-05,0.00010750975077910862,31,1335769,845493
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-022\DICOM\000093AF\AA75036C\AAE2D4E0\000013D5\000013D5_ax_t2_tse_Med_DRS_480_20251129000000_11.nii.gz,axial,0.00010721903455805599,1.3124334305061164e-05,0.00028822702636913447,1.2519506210511107e-05,2.4701734423941058e-05,0.000164440407784082,2.1126060979323286e-05,0.0003415905439589132,1.4648764889288222e-05,7.644733321467685e-05,28,5131742,3165579
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-022\DICOM\000093AF\AA75036C\AAE2D4E0\00002B9F\00002B9F_cor_t2_tse_20251129000000_10.nii.gz,coronal,8.373717678217072e-05,4.02465266647402e-05,0.00017339845538817068,2.8725953043747812e-05,6.610607950074708e-05,0.0001465036168157065,5.613908800796517e-05,0.0003106419756905376,4.088550613998729e-05,0.00010403525388540307,32,1441774,934459
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-022\DICOM\000093AF\AA75036C\AAE2D4E0\0000D7B6\0000D7B6_ax_t2_tse_20251129000000_2.nii.gz,axial,0.00022395831197963964,3.6285190947591325e-05,0.0005394114739149067,3.2894118041433575e-05,7.033195181640361e-05,0.00032142538239720707,5.3930364781790895e-05,0.0005844756804120147,4.095322957256273e-05,0.00020225750111670899,28,1460977,901149
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-021\DICOM\0000F27D\AA56F42F\AAF74819\0000059A\0000059A_ax_t2_tse_20251127000000_2.nii.gz,axial,0.00011012204043567725,4.358411001998749e-05,0.00017794273247711214,3.8263392597977764e-05,7.071566321659968e-05,0.00016175658988846987,7.529254825033781e-05,0.00019438612960191243,5.08874215926094e-05,0.0001848182984253152,29,1286503,772108
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-021\DICOM\0000F27D\AA56F42F\AAF74819\0000D29F\0000D29F_ax_t2_tse_Med_DRS_480_20251127000000_3.nii.gz,axial,4.075868650820454e-05,1.5984051479402584e-05,7.399931344731046e-05,1.3537804096269396e-05,2.427137525682153e-05,6.278398434156198e-05,2.7170236623417104e-05,8.036499342541217e-05,1.7452222127880754e-05,6.764060569733737e-05,29,4522999,2721184
W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-021\DICOM\0000F27D\AA56F42F\AAF74819\0000E360\0000E360_cor_t2_tse_20251127000000_16.nii.gz,coronal,0.0006885903301056909,4.269866286329058e-05,0.0031531449618627354,3.369114484974606e-05,7.274888077001671e-05,0.0009826390555285327,6.630913737225847e-05,0.003884828706794519,4.686611738078099e-05,0.00011555686226443791,33,1267818,796765
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-020\DICOM\00003A0B\AA0AE18F\AA8BA9AE\0000045C\0000045C_ax_t2_tse_Med_DRS_480_20251127000000_3.nii.gz,axial,8.794381665522505e-05,1.3983320088770483e-05,0.00030062431411840445,9.937808948656286e-06,2.5157857490694583e-05,0.00010864409890156342,2.415872728694624e-05,0.00025981603078976164,1.5056468545562993e-05,5.552552862027472e-05,29,5205451,3252322
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-020\DICOM\00003A0B\AA0AE18F\AA8BA9AE\00007A28\00007A28_ax_t2_tse_20251127000000_2.nii.gz,axial,0.00016234314110716587,4.283489880810239e-05,0.00043995996144292773,3.060932776535889e-05,7.274810411919431e-05,0.00022998901935077033,7.338852686181162e-05,0.00041062279340311786,4.298574669574057e-05,0.00017228316776746725,29,1489125,931736
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-019\DICOM\00008F2E\AA3FA733\AAC5241D\00000872\00000872_cor_t2_tse_20251126000000_16.nii.gz,coronal,0.00013175574549039983,3.609023028799895e-05,0.00029454543033929237,2.8101283799898574e-05,7.137989625726333e-05,0.0001964942414806393,5.043620707977014e-05,0.00039643141720652436,3.809546092365424e-05,0.00010480465325228669,29,1380763,861868
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-019\DICOM\00008F2E\AA3FA733\AAC5241D\0000C5AD\0000C5AD_ax_t2_tse_20251126000000_2.nii.gz,axial,0.00015839928839834564,5.022576990765151e-05,0.00032718670112087233,3.66595034014482e-05,8.348378219936816e-05,0.00025551582408012396,6.340007402547863e-05,0.000469319421901543,4.550797488131059e-05,0.0002016272596807641,28,1395256,874243
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-019\DICOM\00008F2E\AA3FA733\AAC5241D\0000CC99\0000CC99_ax_t2_tse_Med_DRS_480_20251126000000_3.nii.gz,axial,6.686047645886582e-05,1.6377718612067576e-05,0.0001551301034766384,1.2082092973359247e-05,2.8165073450428115e-05,0.00010141709727733786,2.1846667823237706e-05,0.00019987242334023892,1.5454673822221986e-05,6.841709624313085e-05,28,4891304,3068770
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-018\DICOM\00009790\AA6245DD\AA5FF5E0\00004124\00004124_ax_t2_tse_20251126000000_2.nii.gz,axial,0.00010653061487383381,4.867296829783036e-05,0.00018439773658720187,3.691859823471565e-05,7.479590022475278e-05,0.00022798099223831592,7.461325223153065e-05,0.00035992242076178597,5.2744332565259967e-05,0.00017982083185234926,26,1311312,810479
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-018\DICOM\00009790\AA6245DD\AA5FF5E0\0000EA4B\0000EA4B_ax_t2_tse_Med_DRS_480_20251126000000_3.nii.gz,axial,4.1450069801298216e-05,1.6415231217306997e-05,8.025772220100034e-05,1.2321176551808136e-05,2.405602699458629e-05,0.00010104114332589833,2.5962222685109806e-05,0.000184170769317719,1.8384315551785553e-05,6.67641246397984e-05,26,4603578,2847324
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-017\DICOM\0000D989\AABB2B5D\AA7DF3FA\0000324F\0000324F_ax_t2_tse_20251121000000_2.nii.gz,axial,8.030190471080936e-05,3.4142503569301525e-05,0.00013168376645924615,2.895785661306952e-05,6.128491362593568e-05,0.00014699380266108036,4.979093359238312e-05,0.00023899820898051326,3.6587513243019327e-05,0.00013542238237253124,31,1666334,1092448
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-017\DICOM\0000D989\AABB2B5D\AA7DF3FA\000084BF\000084BF_cor_t2_tse_20251121000000_14.nii.gz,coronal,0.0004969514820020028,3.1941181715472806e-05,0.0024894994117681626,2.3066568197989804e-05,7.81317034907939e-05,0.0005809352674266134,4.083520251527916e-05,0.0025253756662178997,2.7992127151865472e-05,9.885653220900602e-05,60,2634053,2083355
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-017\DICOM\0000D989\AABB2B5D\AA7DF3FA\0000A5C5\0000A5C5_ax_t2_tse_Med_DRS_480_20251121000000_3.nii.gz,axial,3.4328598788414896e-05,1.528616552709943e-05,5.6329720729085756e-05,1.2067716813290455e-05,2.48516644900428e-05,7.041996142177178e-05,2.1679825567721746e-05,0.00011634353975833866,1.5912304633401457e-05,6.287151404983616e-05,31,5330411,3496601
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-016\DICOM\00004F3E\AA841022\AA6E6E6D\0000BAD5\0000BAD5_ax_t2_tse_20251121000000_2.nii.gz,axial,0.0032891453552804074,5.2715841089131895e-05,0.01620046080262066,3.564334592032549e-05,9.581013698620262e-05,0.00485095863071641,7.804631372447955e-05,0.020727998392064587,4.761557883847528e-05,0.00019718049384655936,28,1261813,770171
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-016\DICOM\00004F3E\AA841022\AA6E6E6D\0000DDFE\0000DDFE_ax_t2_tse_Med_DRS_480_20251121000000_3.nii.gz,axial,0.0009192559515576053,1.9313629581704034e-05,0.004446770677509836,1.2318616073163685e-05,3.924614589959379e-05,0.001375984036955816,2.7235575799919235e-05,0.005728562298273846,1.7925515216670165e-05,7.399779141022218e-05,28,4425882,2703803
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-015\DICOM\00008616\AA27B412\AAA7E5AA\00003F32\00003F32_ax_t2_tse_Med_DRS_480_20251120000000_3.nii.gz,axial,3.711132491513706e-05,1.744985496858426e-05,6.278990336232182e-05,1.3812763030692657e-05,2.9255044253376188e-05,6.418593750481205e-05,2.684300960473308e-05,0.00010604272206138174,1.69021431732246e-05,5.771052230340522e-05,28,4709369,2950162
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-015\DICOM\00008616\AA27B412\AAA7E5AA\00007031\00007031_ax_t2_tse_20251120000000_2.nii.gz,axial,0.00010293464122361682,4.8353583697859716e-05,0.00017932651220477683,3.9847735705266714e-05,8.590116813861866e-05,0.0001686960803644685,6.736743368061024e-05,0.00028505097062690997,4.739685585028964e-05,0.0001348367971183711,28,1341013,838989
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-014\DICOM\0000CB8D\AAA5C4B1\AAC70605\00000609\00000609_ax_t2_tse_Med_DRS_480_20251119000000_5.nii.gz,axial,4.8724379314423644e-05,1.2244529884730352e-05,0.00011414545110804488,9.604291665908478e-06,2.342421621089007e-05,6.285248749833506e-05,1.615677803197815e-05,0.00011688492856560674,1.0514118715809836e-05,4.346572790431611e-05,33,6528865,4414455
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-014\DICOM\0000CB8D\AAA5C4B1\AAC70605\00006552\00006552_cor_t2_tse_rpt_20251119000000_29.nii.gz,coronal,7.513455352933153e-05,4.212709077490484e-05,0.0001475375370902257,2.8615147819322473e-05,6.651312131404323e-05,9.15620811905812e-05,4.818677631876515e-05,0.00016404956141589878,3.376505498186566e-05,7.631803296323579e-05,57,2671241,2172714
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-014\DICOM\0000CB8D\AAA5C4B1\AAC70605\00007EFB\00007EFB_ax_t2_tse_20251119000000_4.nii.gz,axial,0.0001423126166398082,3.423143367579149e-05,0.0003399246964631677,2.7635065895708034e-05,6.995748082352441e-05,0.0001813509634630596,4.626149887206099e-05,0.0003438796096151002,3.112461646689286e-05,0.00012585915854595225,33,1705792,1150577
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-014\DICOM\0000CB8D\AAA5C4B1\AAC70605\00008A68\00008A68_cor_t2_tse_20251119000000_28.nii.gz,coronal,5.970689327965981e-05,3.117877058960283e-05,0.00012280862637774822,2.0796120527779904e-05,5.0684578071749944e-05,7.289949620771685e-05,3.472078394620454e-05,0.00015156233679670817,2.459491568467817e-05,6.201337892750728e-05,57,3240280,2636635
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-013\DICOM\00003780\AA3D11B4\AA584FB5\00002DB4\00002DB4_cor_t2_tse_20251119000000_15.nii.gz,coronal,0.0002222034595075234,4.385349875058895e-05,0.0006339021772260665,3.343367522827399e-05,8.60088160816929e-05,0.00037281821638904863,6.095770323814443e-05,0.0009608199783047517,4.613321706160881e-05,0.0001381257141409038,29,1203078,744954
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-013\DICOM\00003780\AA3D11B4\AA584FB5\000042C0\000042C0_ax_t2_tse_20251119000000_2.nii.gz,axial,0.00035800195230589884,4.9310577493976075e-05,0.001133853831761978,3.8748654293878736e-05,8.93781046732402e-05,0.0005633818344980219,7.942397035602095e-05,0.0014800004066070486,4.8122128819733775e-05,0.00022667830764153688,28,1226224,739299
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-013\DICOM\00003780\AA3D11B4\AA584FB5\0000F039\0000F039_ax_t2_tse_Med_DRS_480_20251119000000_3.nii.gz,axial,0.0001605444297678799,1.7517418246324274e-05,0.0005435383463731359,1.332652315066804e-05,3.00385540323827e-05,0.0002793821659225622,2.8880557455960876e-05,0.0008060446837754471,1.758278253487012e-05,8.775389306881685e-05,28,4296729,2588746
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-012\DICOM\00008964\AAC745FF\AA9CA8A3\00001A7D\00001A7D_cor_t2_tse_20251118000000_16.nii.gz,coronal,4.353222917221511e-05,2.752574649878486e-05,4.2919299787310306e-05,1.9834315218657146e-05,4.7712668015062544e-05,7.172332316372992e-05,4.181033338745627e-05,7.5827489962114e-05,2.8296142757655423e-05,6.725463746787299e-05,29,1242102,792620
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-012\DICOM\00008964\AAC745FF\AA9CA8A3\000053BA\000053BA_ax_t2_tse_20251118000000_2.nii.gz,axial,0.00011308291259351418,3.6729000429660404e-05,0.0002603981218717007,2.9839251690763964e-05,6.484122176274028e-05,0.00020414743352324905,6.07195102934783e-05,0.0003862094734696274,4.481898638763024e-05,0.00016898742275013243,28,1304468,802442
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-012\DICOM\00008964\AAC745FF\AA9CA8A3\00008D72\00008D72_cor_t2_tse_20251118000000_18.nii.gz,coronal,0.0005058930270690076,3.878024143987263e-05,0.002411707308715892,2.848045440118756e-05,7.134608764708015e-05,0.0008054709214231511,5.9845275668503006e-05,0.003386233917828844,4.2903046463818774e-05,0.00010636154919164176,29,1276838,819759
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-012\DICOM\00008964\AAC745FF\AA9CA8A3\0000B06C\0000B06C_ax_t2_tse_Med_DRS_480_20251118000000_3.nii.gz,axial,4.2292225178448744e-05,1.3550685415503338e-05,0.00010538336408950594,9.858494941126433e-06,2.1552508518870113e-05,7.257832493649745e-05,2.0228152701170993e-05,0.00012581712527511165,1.5065752983400367e-05,6.41653200524018e-05,28,4579220,2820839
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-011\DICOM\0000679B\AACFD82F\AA304FD7\00003F0D\00003F0D_cor_t2_tse_20251118000000_16.nii.gz,coronal,6.758466049593462e-05,3.989018306976494e-05,6.73961671615013e-05,3.5679355612136765e-05,7.244274481625432e-05,0.00010769772451111206,7.40709287456226e-05,9.795925098267799e-05,5.428436557953057e-05,0.00010269406374702582,32,1243940,785011
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-011\DICOM\0000679B\AACFD82F\AA304FD7\00008245\00008245_ax_t2_tse_Med_DRS_480_20251118000000_3.nii.gz,axial,0.00012278337963255115,2.073523636649499e-05,0.0003189168857697494,1.3623358678884863e-05,4.449591662855698e-05,0.0002420288609785862,4.110633602277449e-05,0.0004983232794818151,2.296643328017017e-05,0.00012871735677071454,30,4370847,2474546
W:\MinMo_CI\niftis\Min-Mo-011-020\Min-Mo-011\DICOM\0000679B\AACFD82F\AA304FD7\0000CBD9\0000CBD9_ax_t2_tse_20251118000000_2.nii.gz,axial,0.00022087978889666143,5.529464937538895e-05,0.0006651488216782609,3.609815682344871e-05,9.366598955398422e-05,0.0003455734527243383,9.567134064676104e-05,0.000714736778134077,5.571893320302364e-05,0.0002794132257073951,30,1243642,699748
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-010\DICOM\0000AEC8\AA02806E\AA5C7CB0\00000C5E\00000C5E_ax_t2_tse_20251114000000_2.nii.gz,axial,9.78136986430724e-05,4.1086467966982066e-05,0.00017318482147301169,3.281867762792362e-05,6.46631966191038e-05,0.0001730212441309151,5.565737317375077e-05,0.00026496108933151503,3.86296395911456e-05,0.00016206643827087423,28,1596315,1023942
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-010\DICOM\0000AEC8\AA02806E\AA5C7CB0\0000E508\0000E508_ax_t2_tse_Med_DRS_480_20251114000000_3.nii.gz,axial,4.058239957591715e-05,1.6264969456207984e-05,8.400972003433739e-05,1.2252254999081467e-05,2.2511958398317256e-05,7.689827185691966e-05,2.2167558592598778e-05,0.00013199283976248513,1.5098528081234039e-05,6.433363148455716e-05,28,5144640,3302675
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-009\DICOM\0000358D\AA664389\AA81B654\0000736D\0000736D_ax_t2_tse_20251113000000_2.nii.gz,axial,0.00013911843642770382,4.1824992584419806e-05,0.0003119116274795657,3.2931152282146325e-05,7.287131986912025e-05,0.00023973323818246112,7.12045513583533e-05,0.0004706843004148772,4.164017112049367e-05,0.00015980241393310094,30,1558955,993227
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-009\DICOM\0000358D\AA664389\AA81B654\0000A7D4\0000A7D4_ax_t2_tse_Med_DRS_480_20251113000000_3.nii.gz,axial,6.375384492607686e-05,1.5201084858986048e-05,0.00017953798281456198,1.1361713386668932e-05,2.3383744202103133e-05,0.00011914939079427976,2.545844896476626e-05,0.0002914663278940735,1.4593644309707672e-05,5.520106684334027e-05,30,5479419,3499044
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-008\DICOM\0000B428\AA052CA9\AAC04D0F\0000318C\0000318C_cor_t2_tse_20251108000000_21.nii.gz,coronal,6.284189319555585e-05,3.405913769340801e-05,8.242687491618849e-05,2.5689202803335907e-05,6.49429218158096e-05,0.0001263526128524802,5.2378088564075025e-05,0.0002004846021641294,4.1175634582682366e-05,0.00010483108627755606,32,1345991,842977
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-008\DICOM\0000B428\AA052CA9\AAC04D0F\0000DAA0\0000DAA0_ax_t2_tse_Med_DRS_480_20251108000000_4.nii.gz,axial,0.00035907829270393594,1.3747175042437302e-05,0.0015914634939531032,1.0133770101188425e-05,2.2929052514413025e-05,0.0005123527643972348,2.3494172102269795e-05,0.0018905947926628464,1.4866078412452936e-05,7.379107438884078e-05,28,4798416,2934820
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-008\DICOM\0000B428\AA052CA9\AAC04D0F\0000E9B2\0000E9B2_ax_t2_tse_20251108000000_3.nii.gz,axial,0.0001501011001402923,3.605578318355495e-05,0.00030660072179194004,2.9683436970080766e-05,6.217399095758016e-05,0.00025365181661226823,5.6146475830973935e-05,0.0004359207620417241,4.3734421223293826e-05,0.00017836926141654162,28,1364707,832687
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-007\DICOM\00007ABD\AA3298BF\AA35022C\00006F22\00006F22_ax_t2_tse_20251105000000_2.nii.gz,axial,0.00020332771954935245,3.8088738921065196e-05,0.00044905258559425546,3.259880965152711e-05,7.671647596755244e-05,0.00032965806304489627,7.436849210079246e-05,0.000594061676688689,4.6925128494593196e-05,0.0002174630526704319,28,1316860,798901
W:\MinMo_CI\niftis\Min-Mo-006 to 010\Min-Mo-007\DICOM\00007ABD\AA3298BF\AA35022C\0000C111\0000C111_cor_t2_tse_20251105000000_16.nii.gz,coronal,0.00015971254865365677,4.1552652974425396e-05,0.0005148005066777026,3.17045343857236e-05,7.710194276062653e-05,0.00025551738070299905,6.157327813083064e-05,0.0007057207325895988,4.3513579155208236e-05,0.0001262365465668264,32,1289357,825570
