SeriesHash,SubjectID,MagneticFieldStrength,MRAcquisitionType,PulseSequenceName,SliceThickness,EchoTime,RepetitionTime,FlipAngle,EchoTrainLength,ParallelReductionFactorInPlane,AcquisitionDuration,PixelBandwidth,ImageOrientationPatientDICOM,BidsGuess,NIfTIPath
3,MinMo-058,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.614,193,"[0.997347, 0.0514474, -0.0515017, -0.0552365, 0.995647, -0.0750764]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-058\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260413000000_3.nii.gz
2,MinMo-058,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.14,191,"[0.997342, 0.0515316, -0.051508, -0.0553209, 0.995642, -0.0750721]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-058\2\DICOM\DICOM_ax_t2_tse_20260413000000_2.nii.gz
9,MinMo-055,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999292, 0, 0.0376187, -0.00491044, 0.991444, 0.13044]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\9\DICOM\DICOM_t1_space_sag_MPR_Tra_20260403000000_9.nii.gz
8,MinMo-055,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.998018, -0.0627286, 0.00501126, 0.029006, 0.387892, -0.921248]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\8\DICOM\DICOM_t1_space_sag_MPR_Cor_20260403000000_8.nii.gz
7,MinMo-055,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.996073, 0.0873655, 0.0143763, -0.0200655, 0.380885, -0.924405]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\7\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260403000000_7.nii.gz
6,MinMo-055,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.0742305, 0.984864, 0.156629, 0.0560179, 0.152696, -0.986684]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\6\DICOM\DICOM_t1_space_sag_20260403000000_6.nii.gz
3,MinMo-055,3.0,2D,*tse2d1_17,5.0,0.086,5.77,150,17.0,4.0,40.369,193,"[0.999535, 0.0126644, 0.02774, -0.0174469, 0.983583, 0.17961]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260403000000_3.nii.gz
23,MinMo-055,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.998018, -0.0627286, 0.00501126, 0.029006, 0.387892, -0.921248]","['derived', '_acq-spcR4p2_run-23_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\23\DICOM\DICOM_sag_t1post_space_MPR_Cor_20260403000000_23.nii.gz
22,MinMo-055,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999292, 0, 0.0376187, -0.00491044, 0.991444, 0.13044]","['derived', '_acq-spcR4p2_run-22_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\22\DICOM\DICOM_sag_t1post_space_MPR_Tra_20260403000000_22.nii.gz
21,MinMo-055,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.996073, 0.0873655, 0.0143763, -0.0200655, 0.380885, -0.924405]","['derived', '_acq-spcR4p2_run-21_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\21\DICOM\DICOM_sag_t1post_space_MPR_Cor3mm_20260403000000_21.nii.gz
20,MinMo-055,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999804, 0, 0.0198055, -0.00224194, 0.993572, 0.113176]","['derived', '_acq-spcR4p2_run-20_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\20\DICOM\DICOM_sag_t1post_space_MPR_Ax3mm_20260403000000_20.nii.gz
2,MinMo-055,3.0,2D,*tse2d1_17,5.0,0.088,5.91,150,17.0,2.0,195.009,191,"[0.999535, 0.0126644, 0.02774, -0.0174469, 0.983583, 0.17961]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\2\DICOM\DICOM_ax_t2_tse_20260403000000_2.nii.gz
19,MinMo-055,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.0742305, 0.984864, 0.156629, 0.0560179, 0.152696, -0.986684]","['anat', '_acq-spcR4p2_run-19_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\19\DICOM\DICOM_sag_t1post_space_20260403000000_19.nii.gz
16,MinMo-055,3.0,2D,*tse2d1_17,5.0,0.088,6.36,150,17.0,2.0,89.017,191,"[0.998466, -0.0553684, -0.000657765, 0.0179358, 0.334631, -0.942178]","['anat', '_acq-tse2p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\16\DICOM\DICOM_cor_t2_tse_20260403000000_16.nii.gz
15,MinMo-055,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.999535, 0.0126644, 0.02774, -0.0174469, 0.983583, 0.17961]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\15\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260403000000_15.nii.gz
14,MinMo-055,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999535, 0.0126644, 0.02774, -0.0174469, 0.983583, 0.17961]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\14\DICOM\DICOM_ax_swi_ge3d_SWI_20260403000000_14.nii.gz
13,MinMo-055,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999535, 0.0126644, 0.02774, -0.0174469, 0.983583, 0.17961]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\13\DICOM\DICOM_ax_swi_ge3d_Pha_20260403000000_13_ph.nii.gz
12,MinMo-055,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999535, 0.0126644, 0.02774, -0.0174469, 0.983583, 0.17961]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\12\DICOM\DICOM_ax_swi_ge3d_Mag_20260403000000_12.nii.gz
10,MinMo-055,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999804, 0, 0.0198055, -0.00224194, 0.993572, 0.113176]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-055\10\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260403000000_10.nii.gz
3,MinMo-054,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.599,193,"[0.996419, 0.0644983, -0.054665, -0.0532665, 0.981002, 0.18654]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-054\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260324000000_3.nii.gz
2,MinMo-054,3.0,2D,*tse2d1_17,5.0,0.088,5.13,150,17.0,2.0,138.489,191,"[0.996417, 0.0645482, -0.0546555, -0.0533172, 0.980999, 0.186543]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-054\2\DICOM\DICOM_ax_t2_tse_20260324000000_2.nii.gz
2,MinMo-053,1.5,2D,*tse2d1_17,5.0,0.092,5.09,150,17.0,2.0,167.949,191,"[0.997303, -0.00501617, -0.0732164, 1.92713e-10, 0.997661, -0.0683513]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-053\2\DICOM\DICOM_ax_t2_tse_20260324000000_2.nii.gz
9,MinMo-051,3.0,3D,*spcR_42ns,1.0,0.022,0.6,120,27.0,2.0,261.6,630,"[0.994952, 0, -0.10035, -0.00329585, 0.999461, -0.0326777]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\9\DICOM\DICOM_t1_space_sag_MPR_Tra_20260316000000_9.nii.gz
8,MinMo-051,3.0,3D,*spcR_42ns,3.0,0.022,0.6,120,27.0,2.0,261.6,630,"[0.99428, 0, -0.10681, -0.00448126, 0.999119, -0.0417156]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\8\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260316000000_8.nii.gz
7,MinMo-051,3.0,3D,*spcR_42ns,3.0,0.022,0.6,120,27.0,2.0,261.6,630,"[0.997708, 0.0636773, -0.022887, -0.0207994, -0.0332561, -0.99923]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\7\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260316000000_7.nii.gz
6,MinMo-051,3.0,3D,*spcR_42ns,1.0,0.022,0.6,120,27.0,2.0,261.6,630,"[-0.076046, 0.995416, -0.0579923, -0.0862, -0.064506, -0.994187]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\6\DICOM\DICOM_t1_space_sag_20260316000000_6.nii.gz
3,MinMo-051,3.0,2D,*tse2d1_17,5.0,0.086,5.38,150,17.0,4.0,37.639,193,"[0.996792, 0.0114135, -0.0792152, -0.0173991, 0.99701, -0.0752873]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260316000000_3.nii.gz
2,MinMo-051,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.139,191,"[0.996792, 0.0114135, -0.0792152, -0.0173991, 0.99701, -0.0752873]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\2\DICOM\DICOM_ax_t2_tse_20260316000000_2.nii.gz
16,MinMo-051,3.0,2D,*tse2d1_17,5.0,0.088,6.11,150,17.0,2.0,85.519,191,"[0.995639, 0.0399923, -0.0842845, -0.081271, -0.0717863, -0.994103]","['anat', '_acq-tse2p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\16\DICOM\DICOM_cor_t2_tse_20260316000000_16.nii.gz
15,MinMo-051,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.996792, 0.0114135, -0.0792152, -0.0173991, 0.99701, -0.0752873]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\15\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260316000000_15.nii.gz
14,MinMo-051,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.642,119,"[0.996792, 0.0114135, -0.0792152, -0.0173991, 0.99701, -0.0752873]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\14\DICOM\DICOM_ax_swi_ge3d_SWI_20260316000000_14.nii.gz
13,MinMo-051,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.642,119,"[0.996792, 0.0114135, -0.0792152, -0.0173991, 0.99701, -0.0752873]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\13\DICOM\DICOM_ax_swi_ge3d_Pha_20260316000000_13_ph.nii.gz
12,MinMo-051,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.642,119,"[0.996792, 0.0114135, -0.0792152, -0.0173991, 0.99701, -0.0752873]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\12\DICOM\DICOM_ax_swi_ge3d_Mag_20260316000000_12.nii.gz
10,MinMo-051,3.0,3D,*spcR_42ns,1.0,0.022,0.6,120,27.0,2.0,261.6,630,"[0.996979, 0.0531401, -0.0566424, -0.0557052, -0.0189571, -0.998267]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-051\10\DICOM\DICOM_t1_space_sag_MPR_Cor_20260316000000_10.nii.gz
26,MinMo-050,1.5,3D,*spcR_40ns,1.0,0.0072,0.6,120,40.0,2.0,272.537,630,"[0.999605, 0.00274074, -0.0279523, -0.00274074, 0.999996, 3.83875e-05]","['derived', '_acq-spcR4p2_run-26_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\26\DICOM\DICOM_sag_t1post_fs_space_MPR_Tra_20260308000000_26.nii.gz
25,MinMo-050,1.5,3D,*spcR_40ns,3.0,0.0072,0.6,120,40.0,2.0,272.537,630,"[1, 0, 0, 0, 0.531419, -0.847109]","['derived', '_acq-spcR4p2_run-25_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\25\DICOM\DICOM_sag_t1post_fs_space_MPR_Cor3mm_20260308000000_25.nii.gz
24,MinMo-050,1.5,3D,*spcR_40ns,1.0,0.0072,0.6,120,40.0,2.0,272.537,630,"[-0.0181256, 0.995869, 0.0889697, -0.0269649, 0.088465, -0.995714]","['anat', '_acq-spcR4p2_run-24_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\24\DICOM\DICOM_sag_t1post_fs_space_20260308000000_24.nii.gz
23,MinMo-050,1.5,3D,*swi3d1r,16.0,0.04,0.049,15,,2.0,,80,"[0.999101, -3.73332e-06, -0.042386, -4.593e-12, 1, -8.80792e-05]","['derived', '_acq-swi3p2_run-23_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\23\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260308000000_23.nii.gz
22,MinMo-050,1.5,3D,*swi3d1r,2.0,0.04,0.049,15,,2.0,207.37,80,"[0.999101, -3.73332e-06, -0.042386, -4.593e-12, 1, -8.80792e-05]","['anat', '_acq-swi3p2_run-22_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\22\DICOM\DICOM_ax_swi_ge3d_SWI_20260308000000_22.nii.gz
21,MinMo-050,1.5,3D,*swi3d1r,2.0,0.04,0.049,15,,2.0,207.37,80,"[0.999101, -3.73332e-06, -0.042386, -4.593e-12, 1, -8.80792e-05]","['anat', '_acq-swi3p2_run-21_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\21\DICOM\DICOM_ax_swi_ge3d_Pha_20260308000000_21_ph.nii.gz
20,MinMo-050,1.5,3D,*swi3d1r,2.0,0.04,0.049,15,,2.0,207.37,80,"[0.999101, -3.73332e-06, -0.042386, -4.593e-12, 1, -8.80792e-05]","['anat', '_acq-swi3p2_run-20_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\20\DICOM\DICOM_ax_swi_ge3d_Mag_20260308000000_20.nii.gz
2,MinMo-050,1.5,2D,*tse2d1_17,5.0,0.092,5.45,150,17.0,2.0,179.832,191,"[0.999101, -3.73332e-06, -0.042386, -4.593e-12, 1, -8.80792e-05]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\2\DICOM\DICOM_ax_t2_tse_20260308000000_2.nii.gz
19,MinMo-050,1.5,3D,*spcR_40ns,3.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[1, 0, 0, 0, 0.928026, 0.372516]","['derived', '_acq-spcR4p2_run-19_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\19\DICOM\DICOM_sag_t1_space_MPR_Ax3mm_20260308000000_19.nii.gz
18,MinMo-050,1.5,3D,*spcR_40ns,1.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[0.999605, 0.00274073, -0.0279522, -0.00274073, 0.999996, 3.82681e-05]","['derived', '_acq-spcR4p2_run-18_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\18\DICOM\DICOM_sag_t1_space_MPR_Tra_20260308000000_18.nii.gz
17,MinMo-050,1.5,3D,*spcR_40ns,1.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[1, 0, 0, 0, 0.124438, -0.992227]","['derived', '_acq-spcR4p2_run-17_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\17\DICOM\DICOM_sag_t1_space_MPR_Cor_20260308000000_17.nii.gz
16,MinMo-050,1.5,3D,*spcR_40ns,3.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[1, 0, 0, 0, 0.531419, -0.847109]","['derived', '_acq-spcR4p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\16\DICOM\DICOM_sag_t1_space_MPR_Cor3mm_20260308000000_16.nii.gz
15,MinMo-050,1.5,3D,*spcR_40ns,1.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[-0.0510311, 0.990755, 0.125703, -0.0555502, 0.122856, -0.990869]","['anat', '_acq-spcR4p2_run-15_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\15\DICOM\DICOM_sag_t1_space_20260308000000_15.nii.gz
14,MinMo-050,1.5,2D,*tse2d1_17,5.0,0.092,6.36,150,17.0,2.0,89.0,191,"[0.998889, 0.0471208, -0.000690067, -0.00782297, 0.15136, -0.988448]","['anat', '_acq-tse2p2_run-14_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\14\DICOM\DICOM_cor_t2_tse_20260308000000_14.nii.gz
13,MinMo-050,1.5,3D,*spcir_210ns,3.0,0.369,7.0,120,210.0,2.0,196.727,592,"[1, 0, 0, 0, 0.928026, 0.372516]","['derived', '_acq-spcir2p2_run-13']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\13\DICOM\DICOM_sag_t2flair_fs_space_MPR_Ax3mm_20260308000000_13.nii.gz
12,MinMo-050,1.5,3D,*spcir_210ns,3.0,0.369,7.0,120,210.0,2.0,196.727,592,"[1, 0, 0, 0, 0.531419, -0.847109]","['derived', '_acq-spcir2p2_run-12']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\12\DICOM\DICOM_sag_t2flair_fs_space_MPR_Cor3mm_20260308000000_12.nii.gz
11,MinMo-050,1.5,3D,*spcir_210ns,1.0,0.369,7.0,120,210.0,2.0,196.727,592,"[-0.0510298, 0.990752, 0.125727, -0.0555514, 0.12288, -0.990866]","['func', '_acq-spcir2p4_dir-RL_run-11_bold']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-050\11\DICOM\DICOM_sag_t2flair_fs_space_20260308000000_11.nii.gz
9,MinMo-049,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.998746, 0.0500508, -0.00128178, -0.0500672, 0.998419, -0.0255694]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\9\DICOM\DICOM_t1_space_sag_MPR_Tra_20260305000000_9.nii.gz
8,MinMo-049,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999275, 0.0310882, -0.0219822, -0.031946, 0.998696, -0.0398132]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\8\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260305000000_8.nii.gz
7,MinMo-049,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.99914, 0.041333, 0.00315715, -0.00782884, 0.262939, -0.964781]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\7\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260305000000_7.nii.gz
6,MinMo-049,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[-0.104746, 0.982064, 0.156776, -0.0233876, 0.155167, -0.987611]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\6\DICOM\DICOM_t1_space_sag_20260305000000_6.nii.gz
3,MinMo-049,3.0,2D,*tse2d1_17,5.0,0.086,5.77,150,17.0,4.0,40.369,193,"[0.999848, 0.0174523, 6.64936e-05, -0.0174524, 0.99984, 0.00380942]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260305000000_3.nii.gz
22,MinMo-049,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999275, 0.0310882, -0.0219822, -0.031946, 0.998696, -0.0398132]","['derived', '_acq-spcR4p2_run-22_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\22\DICOM\DICOM_sag_t1post_space_MPR_Ax3mm_20260305000000_22.nii.gz
21,MinMo-049,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.998746, 0.0500508, -0.00128178, -0.0500672, 0.998419, -0.0255694]","['derived', '_acq-spcR4p2_run-21_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\21\DICOM\DICOM_sag_t1post_space_MPR_Tra_20260305000000_21.nii.gz
20,MinMo-049,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.998452, 0.0555413, -0.0028174, -0.012791, 0.180047, -0.983575]","['derived', '_acq-spcR4p2_run-20_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\20\DICOM\DICOM_sag_t1post_space_MPR_Cor_20260305000000_20.nii.gz
2,MinMo-049,3.0,2D,*tse2d1_17,5.0,0.088,5.91,150,17.0,2.0,195.009,191,"[0.999848, 0.0174523, 6.64936e-05, -0.0174524, 0.99984, 0.00380942]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\2\DICOM\DICOM_ax_t2_tse_20260305000000_2.nii.gz
19,MinMo-049,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.99914, 0.041333, 0.00315715, -0.00782884, 0.262939, -0.964781]","['derived', '_acq-spcR4p2_run-19_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\19\DICOM\DICOM_sag_t1post_space_MPR_Cor3mm_20260305000000_19.nii.gz
18,MinMo-049,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[-0.104746, 0.982064, 0.156776, -0.0233876, 0.155167, -0.987611]","['anat', '_acq-spcR4p2_run-18_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\18\DICOM\DICOM_sag_t1post_space_20260305000000_18.nii.gz
17,MinMo-049,3.0,2D,*tse2d1_17,5.0,0.088,6.36,150,17.0,2.0,89.017,191,"[0.998292, 0.0584162, -0.000679709, -0.0139911, 0.227769, -0.973615]","['anat', '_acq-tse2p2_run-17_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\17\DICOM\DICOM_cor_t2_tse_RPT_20260305000000_17.nii.gz
16,MinMo-049,3.0,2D,*tse2d1_17,5.0,0.088,6.36,150,17.0,2.0,89.019,191,"[0.998292, 0.0584162, -0.000679709, -0.0139911, 0.227769, -0.973615]","['anat', '_acq-tse2p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\16\DICOM\DICOM_cor_t2_tse_20260305000000_16.nii.gz
15,MinMo-049,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.999848, 0.0174523, 6.64936e-05, -0.0174524, 0.99984, 0.00380942]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\15\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260305000000_15.nii.gz
14,MinMo-049,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,266.615,119,"[0.999848, 0.0174523, 6.64936e-05, -0.0174524, 0.99984, 0.00380942]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\14\DICOM\DICOM_ax_swi_ge3d_SWI_20260305000000_14.nii.gz
13,MinMo-049,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,266.615,119,"[0.999848, 0.0174523, 6.64936e-05, -0.0174524, 0.99984, 0.00380942]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\13\DICOM\DICOM_ax_swi_ge3d_Pha_20260305000000_13_ph.nii.gz
12,MinMo-049,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,266.615,119,"[0.999848, 0.0174523, 6.64936e-05, -0.0174524, 0.99984, 0.00380942]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\12\DICOM\DICOM_ax_swi_ge3d_Mag_20260305000000_12.nii.gz
10,MinMo-049,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.998452, 0.0555413, -0.0028174, -0.012791, 0.180047, -0.983575]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-049\10\DICOM\DICOM_t1_space_sag_MPR_Cor_20260305000000_10.nii.gz
9,MinMo-048,3.0,3D,*spcir_220ns,1.0,0.392,7.0,120,219.0,3.0,210.715,651,"[-0.153053, 0.988218, -0.0003479, -0.0704711, -0.0112656, -0.99745]","['derived', '_acq-spcir2p3_run-9']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\9\DICOM\DICOM_sag_t2_spc_flair_fs_MPR_Sag_20260302000000_9.nii.gz
8,MinMo-048,3.0,3D,*spcir_220ns,1.0,0.392,7.0,120,219.0,3.0,210.715,651,"[-0.065331, 0.990267, 0.122891, -0.128022, 0.113819, -0.985219]","['func', '_acq-spcir2p3_dir-RL_run-8_bold']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\8\DICOM\DICOM_sag_t2_spc_flair_fs_20260302000000_8.nii.gz
3,MinMo-048,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.614,193,"[0.996857, 0.0578235, -0.0541578, -0.049452, 0.988215, 0.144863]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\MinMo-048\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260302000000_3.nii.gz
