SeriesHash,SubjectID,MagneticFieldStrength,MRAcquisitionType,PulseSequenceName,SliceThickness,EchoTime,RepetitionTime,FlipAngle,EchoTrainLength,ParallelReductionFactorInPlane,AcquisitionDuration,PixelBandwidth,ImageOrientationPatientDICOM,BidsGuess,NIfTIPath
12,Min-Mo-059,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.997441, 0.00890008, -0.0709441, -0.0174104, 0.99259, -0.12026]","['derived', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\12\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260419000000_12.nii.gz
11,Min-Mo-059,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.997441, 0.00890008, -0.0709441, -0.0174104, 0.99259, -0.12026]","['anat', '_acq-swi3p2_run-11_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\11\DICOM\DICOM_ax_swi_ge3d_SWI_20260419000000_11.nii.gz
10,Min-Mo-059,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.997441, 0.00890008, -0.0709441, -0.0174104, 0.99259, -0.12026]","['anat', '_acq-swi3p2_run-10_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-059\10\DICOM\DICOM_ax_swi_ge3d_Pha_20260419000000_10_ph.nii.gz
23,Min-Mo-057,1.5,2D,*tse2d1_17,5.0,0.092,5.63,150,17.0,2.0,67.539,191,"[0.991745, 0.128224, -0.000616338, -0.0607648, 0.465741, -0.882832]","['anat', '_acq-tse2p2_run-23_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\23\DICOM\DICOM_cor_t2_tse_20260412000000_23.nii.gz
22,Min-Mo-057,1.5,3D,*spcR_40ns,1.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[0.996275, 0.0724302, 0.0468057, 0.0084153, 0.458509, -0.88865]","['derived', '_acq-spcR4p2_run-22_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\22\DICOM\DICOM_sag_t1_space_MPR_Cor_20260412000000_22.nii.gz
21,Min-Mo-057,1.5,3D,*spcR_40ns,3.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[0.99855, 0.0534867, -0.00601826, -0.0360402, 0.58138, -0.812834]","['derived', '_acq-spcR4p2_run-21_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\21\DICOM\DICOM_sag_t1_space_MPR_Cor3mm_20260412000000_21.nii.gz
20,Min-Mo-057,1.5,3D,*spcR_40ns,1.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[0.998354, 0.0532011, -0.0214283, -0.0396763, 0.910413, 0.411793]","['derived', '_acq-spcR4p2_run-20_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\20\DICOM\DICOM_sag_t1_space_MPR_Tra_20260412000000_20.nii.gz
2,Min-Mo-057,1.5,2D,*tse2d1_17,5.0,0.092,5.27,150,17.0,2.0,142.269,191,"[0.997301, 0.0698745, 0.0225361, -0.0734188, 0.949156, 0.306125]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\2\DICOM\DICOM_ax_t2_tse_20260412000000_2.nii.gz
19,Min-Mo-057,1.5,3D,*spcR_40ns,3.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[0.997095, 0.0730888, 0.0214398, -0.0761685, 0.95678, 0.28066]","['derived', '_acq-spcR4p2_run-19_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\19\DICOM\DICOM_sag_t1_space_MPR_Ax3mm_20260412000000_19.nii.gz
18,Min-Mo-057,1.5,3D,*spcR_40ns,1.0,0.0072,0.6,120,40.0,2.0,272.54,630,"[-0.0921475, 0.96713, 0.236997, -0.0321859, 0.234992, -0.971464]","['anat', '_acq-spcR4p2_run-18_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\18\DICOM\DICOM_sag_t1_space_20260412000000_18.nii.gz
17,Min-Mo-057,1.5,3D,*swi3d1r,16.0,0.04,0.049,15,,2.0,,80,"[0.997302, 0.0698682, 0.0225341, -0.0734122, 0.949157, 0.306125]","['derived', '_acq-swi3p2_run-17_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\17\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260412000000_17.nii.gz
16,Min-Mo-057,1.5,3D,*swi3d1r,2.0,0.04,0.049,15,,2.0,182.377,80,"[0.997302, 0.0698682, 0.0225341, -0.0734122, 0.949157, 0.306125]","['anat', '_acq-swi3p2_run-16_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\16\DICOM\DICOM_ax_swi_ge3d_SWI_20260412000000_16.nii.gz
15,Min-Mo-057,1.5,3D,*swi3d1r,2.0,0.04,0.049,15,,2.0,182.377,80,"[0.997302, 0.0698682, 0.0225341, -0.0734122, 0.949157, 0.306125]","['anat', '_acq-swi3p2_run-15_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\15\DICOM\DICOM_ax_swi_ge3d_Pha_20260412000000_15_ph.nii.gz
14,Min-Mo-057,1.5,3D,*swi3d1r,2.0,0.04,0.049,15,,2.0,182.377,80,"[0.997302, 0.0698682, 0.0225341, -0.0734122, 0.949157, 0.306125]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\14\DICOM\DICOM_ax_swi_ge3d_Mag_20260412000000_14.nii.gz
13,Min-Mo-057,1.5,3D,*spcir_210ns,3.0,0.368,7.0,120,210.0,2.0,182.41,592,"[0.99855, 0.0534867, -0.0060183, -0.0360402, 0.58138, -0.812834]","['derived', '_acq-spcir2p2_run-13']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\13\DICOM\DICOM_sag_t2flair_fs_spc_MPR_Cor3mm_20260412000000_13.nii.gz
12,Min-Mo-057,1.5,3D,*spcir_210ns,3.0,0.368,7.0,120,210.0,2.0,182.41,592,"[0.997095, 0.0730889, 0.0214397, -0.0761685, 0.95678, 0.28066]","['derived', '_acq-spcir2p2_run-12']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\12\DICOM\DICOM_sag_t2flair_fs_spc_MPR_Ax3mm_20260412000000_12.nii.gz
11,Min-Mo-057,1.5,3D,*spcir_210ns,1.0,0.368,7.0,120,210.0,2.0,182.41,592,"[-0.0950569, 0.96687, 0.236912, -0.0117107, 0.236887, -0.971467]","['func', '_acq-spcir2p4_dir-RL_run-11_bold']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-057\11\DICOM\DICOM_sag_t2flair_fs_spc_20260412000000_11.nii.gz
9,Min-Mo-056,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999993, 0.00283687, 0.00242995, 0.00119624, 0.373052, -0.92781]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\9\DICOM\DICOM_t1_space_sag_MPR_Cor_20260405000000_9.nii.gz
8,Min-Mo-056,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[1, 0, 0, 0, 1, 0]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\8\DICOM\DICOM_t1_space_sag_MPR_Tra_20260405000000_8.nii.gz
7,Min-Mo-056,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999974, -0.00637832, 0.0033367, 0.00489682, 0.263001, -0.964783]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\7\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260405000000_7.nii.gz
6,Min-Mo-056,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.00812235, 0.987601, 0.156778, 0.00581813, 0.156733, -0.987624]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\6\DICOM\DICOM_t1_space_sag_20260405000000_6.nii.gz
3,Min-Mo-056,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.614,193,"[0.999848, 0.01744, 0.000657711, -0.0174524, 0.999137, 0.0376803]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260405000000_3.nii.gz
2,Min-Mo-056,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.139,191,"[0.999848, 0.01744, 0.000657711, -0.0174524, 0.999137, 0.0376803]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\2\DICOM\DICOM_ax_t2_tse_20260405000000_2.nii.gz
16,Min-Mo-056,3.0,2D,*tse2d1_17,5.0,0.088,6.36,150,17.0,2.0,88.997,191,"[0.999931, -0.0116923, -0.00066859, 0.00272504, 0.287808, -0.957684]","['anat', '_acq-tse2p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\16\DICOM\DICOM_cor_t2_tse_20260405000000_16.nii.gz
15,Min-Mo-056,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.999848, 0.01744, 0.000657711, -0.0174524, 0.999137, 0.0376803]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\15\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260405000000_15.nii.gz
14,Min-Mo-056,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999848, 0.01744, 0.000657711, -0.0174524, 0.999137, 0.0376803]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\14\DICOM\DICOM_ax_swi_ge3d_SWI_20260405000000_14.nii.gz
13,Min-Mo-056,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999848, 0.01744, 0.000657711, -0.0174524, 0.999137, 0.0376803]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\13\DICOM\DICOM_ax_swi_ge3d_Pha_20260405000000_13_ph.nii.gz
12,Min-Mo-056,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.999848, 0.01744, 0.000657711, -0.0174524, 0.999137, 0.0376803]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\12\DICOM\DICOM_ax_swi_ge3d_Mag_20260405000000_12.nii.gz
10,Min-Mo-056,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[1, 0, 0, 0, 0.999683, 0.0251839]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-056\10\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260405000000_10.nii.gz
9,Min-Mo-052,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,285.612,630,"[0.996573, 0.0809696, 0.0168964, -0.0827137, 0.975559, 0.203576]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\9\DICOM\DICOM_t1_space_sag_MPR_Ax3mm_20260321000000_9.nii.gz
8,Min-Mo-052,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,285.612,630,"[0.996073, 0.0884775, 0.0033367, -0.0200655, 0.26228, -0.964783]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\8\DICOM\DICOM_t1_space_sag_MPR_Cor3mm_20260321000000_8.nii.gz
7,Min-Mo-052,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,285.612,630,"[0.993613, 0.112666, 0.0062269, -0.0321852, 0.335871, -0.941358]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\7\DICOM\DICOM_t1_space_sag_MPR_Cor_20260321000000_7.nii.gz
6,Min-Mo-052,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,285.612,630,"[-0.114656, 0.983447, 0.140308, -0.0338344, 0.137292, -0.989953]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\6\DICOM\DICOM_t1_space_sag_20260321000000_6.nii.gz
3,Min-Mo-052,3.0,2D,*tse2d1_17,5.0,0.086,5.77,150,17.0,4.0,40.369,193,"[0.997391, 0.0705926, 0.0151203, -0.0721938, 0.97527, 0.208893]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\3\DICOM\DICOM_ax_t2_tse_Med_DRS_480_20260321000000_3.nii.gz
2,Min-Mo-052,3.0,2D,*tse2d1_17,5.0,0.088,5.91,150,17.0,2.0,195.009,191,"[0.997392, 0.0705739, 0.0151162, -0.0721746, 0.975271, 0.208894]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\2\DICOM\DICOM_ax_t2_tse_20260321000000_2.nii.gz
16,Min-Mo-052,3.0,2D,*tse2d1_17,5.0,0.088,6.11,150,17.0,2.0,73.299,191,"[0.994008, 0.109306, -0.000666119, -0.0333528, 0.29749, -0.954142]","['anat', '_acq-tse2p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\16\DICOM\DICOM_cor_t2_tse_20260321000000_16.nii.gz
15,Min-Mo-052,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.997391, 0.0705926, 0.0151203, -0.0721938, 0.97527, 0.208893]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\15\DICOM\DICOM_ax_swi_ge3d_SWI_mIP_20260321000000_15.nii.gz
14,Min-Mo-052,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,266.615,119,"[0.997391, 0.0705926, 0.0151203, -0.0721938, 0.97527, 0.208893]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\14\DICOM\DICOM_ax_swi_ge3d_SWI_20260321000000_14.nii.gz
13,Min-Mo-052,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,266.615,119,"[0.997391, 0.0705926, 0.0151203, -0.0721938, 0.97527, 0.208893]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\13\DICOM\DICOM_ax_swi_ge3d_Pha_20260321000000_13_ph.nii.gz
12,Min-Mo-052,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,266.615,119,"[0.997391, 0.0705926, 0.0151203, -0.0721938, 0.97527, 0.208893]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\12\DICOM\DICOM_ax_swi_ge3d_Mag_20260321000000_12.nii.gz
10,Min-Mo-052,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,285.612,630,"[0.998485, 0.0538804, 0.0111472, -0.0550214, 0.977778, 0.202292]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-044-060\Min-Mo-052\10\DICOM\DICOM_t1_space_sag_MPR_Tra_20260321000000_10.nii.gz
00001B65,Min-Mo-032,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.99957, -0.029182, -0.00281417, 0.0293173, 0.994954, 0.0959488]","['anat', '_acq-swi3p2_run-14_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\00001B65\00001B65_ax_swi_ge3d_20251231000000_14.nii.gz
000020B8,Min-Mo-032,3.0,3D,*spcir_220ns,1.0,0.392,7.0,120,219.0,3.0,238.217,651,"[0.0480901, 0.953722, 0.296821, 0.0349723, 0.295374, -0.954741]","['func', '_acq-spcir2p3_dir-RL_run-11_bold']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\000020B8\000020B8_sag_t2_spc_flair_fs_20251231000000_11.nii.gz
00002823,Min-Mo-032,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.997317, -0.0731796, 0.00209587, 0.0215139, 0.265594, -0.963845]","['derived', '_acq-spcR4p2_run-10_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\00002823\00002823_20251231000000_10.nii.gz
0000391B,Min-Mo-032,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.614,193,"[0.99957, -0.029182, -0.00281417, 0.0293173, 0.994954, 0.0959488]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\0000391B\0000391B_ax_t2_tse_Med_DRS_480_20251231000000_3.nii.gz
00007322,Min-Mo-032,3.0,2D,*tse2d1_17,5.0,0.088,5.52,150,17.0,2.0,182.139,191,"[0.999572, -0.0291309, -0.00280925, 0.0292661, 0.994956, 0.0959489]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\00007322\00007322_ax_t2_tse_20251231000000_2.nii.gz
000085FC,Min-Mo-032,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.999685, 0, 0.0251144, -0.00063248, 0.999683, 0.025176]","['derived', '_acq-spcR4p2_run-7_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\000085FC\000085FC_20251231000000_7.nii.gz
00008D4E,Min-Mo-032,3.0,3D,*spcR_42ns,3.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.998485, -0.0538821, 0.0111777, 0.0291816, 0.34624, -0.937692]","['derived', '_acq-spcR4p2_run-8_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\00008D4E\00008D4E_20251231000000_8.nii.gz
00009177,Min-Mo-032,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.99957, -0.029182, -0.00281417, 0.0293173, 0.994954, 0.0959488]","['anat', '_acq-swi3p2_run-13_part-phase_T2starw']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\00009177\00009177_ax_swi_ge3d_20251231000000_13_ph.nii.gz
0000BF75,Min-Mo-032,3.0,2D,*tse2d1_17,5.0,0.088,6.36,150,17.0,2.0,88.997,191,"[0.995508, -0.0898871, 0.0297472, 0.062483, 0.387642, -0.91969]","['anat', '_acq-tse2p2_run-16_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\0000BF75\0000BF75_cor_t2_tse_20251231000000_16.nii.gz
0000CB9D,Min-Mo-032,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.0480892, 0.953715, 0.296842, 0.0349734, 0.295396, -0.954735]","['anat', '_acq-spcR4p2_run-6_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\0000CB9D\0000CB9D_t1_space_sag_20251231000000_6.nii.gz
0000DEE1,Min-Mo-032,3.0,3D,*spcR_42ns,1.0,0.022,0.7,120,27.0,2.0,305.2,630,"[0.998905, -0.0467886, 0, 0.0467886, 0.998905, 0]","['derived', '_acq-spcR4p2_run-9_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\0000DEE1\0000DEE1_20251231000000_9.nii.gz
0000EBC8,Min-Mo-032,3.0,3D,*swi3d1r,1.6,0.02,0.028,15,,2.0,245.645,119,"[0.99957, -0.029182, -0.00281417, 0.0293173, 0.994954, 0.0959488]","['anat', '_acq-swi3p2_run-12_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\0000EBC8\0000EBC8_ax_swi_ge3d_20251231000000_12.nii.gz
0000EE6B,Min-Mo-032,3.0,3D,*swi3d1r,12.8,0.02,0.028,15,,2.0,,119,"[0.99957, -0.029182, -0.00281417, 0.0293173, 0.994954, 0.0959488]","['derived', '_acq-swi3p2_run-15_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-032\DICOM\00006B9D\AA100FF4\AA57324C\0000EE6B\0000EE6B_ax_swi_ge3d_20251231000000_15.nii.gz
00004533,Min-Mo-031,3.0,2D,*tse2d1_17,5.0,0.088,5.13,150,17.0,2.0,169.267,191,"[1, 4.732e-12, 1.259e-12, -4.897e-12, 0.96638, 0.257118]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-031\DICOM\00007510\AAACB1C2\AAFAF247\00004533\00004533_ax_t2_tse_20251218000000_2.nii.gz
0000A949,Min-Mo-031,3.0,2D,*tse2d1_17,5.0,0.088,5.13,150,17.0,2.0,169.269,191,"[1, 4.732e-12, 1.259e-12, -4.897e-12, 0.96638, 0.257118]","['anat', '_acq-tse2p2_run-4_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-031\DICOM\00007510\AAACB1C2\AAFAF247\0000A949\0000A949_ax_t2_tse_20251218000000_4.nii.gz
0000F5B7,Min-Mo-031,3.0,2D,*tse2d1_17,5.0,0.086,5.52,150,17.0,4.0,38.599,193,"[1, 4.732e-12, 1.259e-12, -4.897e-12, 0.96638, 0.257118]","['anat', '_acq-tse2p4_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-031\DICOM\00007510\AAACB1C2\AAFAF247\0000F5B7\0000F5B7_ax_t2_tse_Med_DRS_480_20251218000000_3.nii.gz
00002F29,Min-Mo-030,1.5,2D,*tse2d1_17,2.5,0.09,5.62,150,17.0,,213.54,191,"[0.999426, 4.897e-12, 0.033878, -4.894e-12, 1, -1.66e-13]","['anat', '_acq-tse2_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-030\DICOM\000048D9\AA1C8A45\AA433609\00002F29\00002F29_ax_t2_tse_20251217000000_3.nii.gz
000094B6,Min-Mo-028,1.5,2D,*tse2d1_17,2.5,0.09,5.62,150,17.0,,213.54,191,"[0.994642, 4.897e-12, 0.103378, -4.87e-12, 1, -5.06e-13]","['anat', '_acq-tse2_run-3_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-028\DICOM\0000D216\AAE2A942\AA4A1C24\000094B6\000094B6_ax_t2_tse_20251217000000_3.nii.gz
000009FF,Min-Mo-027,1.5,3D,*spcir_210ns,1.0,0.369,7.0,120,210.0,2.0,196.727,592,"[0.019196, 0.999815, -0.0015708, -4.24029e-05, -0.00157028, -0.999999]","['func', '_acq-spcir2p4_dir-RL_run-10_bold']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-027\DICOM\0000885D\AA3EE150\AA0C8827\000009FF\000009FF_sag_t2flair_fs_space_20251217000000_10.nii.gz
0000337C,Min-Mo-027,1.5,3D,*swi3d1r,2.0,0.04,0.049,15,,2.0,187.032,80,"[1, 4.767e-12, 1.121e-12, -4.897e-12, 0.973441, 0.228939]","['anat', '_acq-swi3p2_run-21_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-027\DICOM\0000885D\AA3EE150\AA0C8827\0000337C\0000337C_ax_swi_ge3d_20251217000000_21.nii.gz
00003AE7,Min-Mo-027,1.5,3D,*spcir_210ns,3.0,0.369,7.0,120,210.0,2.0,196.727,592,"[1, 0, 0, 0, 0.992393, 0.123114]","['derived', '_acq-spcir2p2_run-12']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-027\DICOM\0000885D\AA3EE150\AA0C8827\00003AE7\00003AE7_20251217000000_12.nii.gz
000049A1,Min-Mo-027,1.5,2D,*tse2d1_17,5.0,0.092,4.78,150,17.0,2.0,157.717,191,"[1, 4.767e-12, 1.121e-12, -4.897e-12, 0.973441, 0.228939]","['anat', '_acq-tse2p2_run-2_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-027\DICOM\0000885D\AA3EE150\AA0C8827\000049A1\000049A1_ax_t2_tse_20251217000000_2.nii.gz
00007743,Min-Mo-027,1.5,3D,*spcR_40ns,1.0,0.0073,0.6,120,40.0,2.0,272.54,630,"[1, 0, 0, 0, 0.993505, 0.113788]","['derived', '_acq-spcR4p2_run-15_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-027\DICOM\0000885D\AA3EE150\AA0C8827\00007743\00007743_20251217000000_15.nii.gz
00008955,Min-Mo-027,1.5,3D,*swi3d1r,16.0,0.04,0.049,15,,2.0,,80,"[1, 4.767e-12, 1.121e-12, -4.897e-12, 0.973441, 0.228939]","['derived', '_acq-swi3p2_run-22_part-mag_T2starw']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-027\DICOM\0000885D\AA3EE150\AA0C8827\00008955\00008955_ax_swi_ge3d_20251217000000_22.nii.gz
00009AB7,Min-Mo-027,1.5,3D,*spcir_210ns,3.0,0.369,7.0,120,210.0,2.0,196.727,592,"[1, 0, 0, 0, 0.465111, -0.885252]","['derived', '_acq-spcir2p2_run-11']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-027\DICOM\0000885D\AA3EE150\AA0C8827\00009AB7\00009AB7_20251217000000_11.nii.gz
0000C562,Min-Mo-027,1.5,3D,*spcR_40ns,3.0,0.0073,0.6,120,40.0,2.0,272.54,630,"[1, 0, 0, 0, 0.992393, 0.123114]","['derived', '_acq-spcR4p2_run-17_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-027\DICOM\0000885D\AA3EE150\AA0C8827\0000C562\0000C562_20251217000000_17.nii.gz
0000D023,Min-Mo-027,1.5,3D,*spcR_40ns,1.0,0.0073,0.6,120,40.0,2.0,272.54,630,"[1, 0, 0, 0, 0.382941, -0.923773]","['derived', '_acq-spcR4p2_run-18_T2w']",W:\MinMo_CI\niftis\Min-Mo-021-032\Min-Mo-027\DICOM\0000885D\AA3EE150\AA0C8827\0000D023\0000D023_20251217000000_18.nii.gz
